LIBID	query_name	unpaired_read_count	pangene	k2_taxon	Uniref90_ID	description_of_target	region
MHS430	UniRef90_O85486	2	-	Staphylococcus_epidermidis	UniRef90_O85486	alpha-1/alpha-2 family phenol-soluble modulin	Ch
MHS430	UniRef90_O86860	92	-	Staphylococcus_epidermidis	UniRef90_O86860	cyclic lactone autoinducer peptide	Ch
MHS430	MET_03027534	62	MET_03027534	Staphylococcus_epidermidis	-	cyclic lactone autoinducer peptide	Ch
MHS430	MET_00876468	29	MET_00876468	Staphylococcus_epidermidis	UniRef90_A0A509LRT7	bacteriocin halocin C8-like domain	Ch
MHS430	MET_00876468	29	MET_00876468	Staphylococcus_epidermidis	UniRef90_A0A509LRT7	halocin C8 precursor-like protein	Ch
MHS430	MET_02967399	25	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Ch
MHS432	MET_02967399	67	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Sc
MHS432	UniRef90_Q8VT00	26	-	Staphylococcus_capitis	UniRef90_Q8VT00	cyclic lactone autoinducer peptide	Sc
MHS432	UniRef90_A0A7X9ZJ38	323	-	Staphylococcus_capitis	UniRef90_A0A7X9ZJ38	cyclic lactone autoinducer peptide	Sc
MHS432	MET_03151623	32	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Sc
MHS432	MET_03027534	5	MET_03027534	Staphylococcus_epidermidis	-	cyclic lactone autoinducer peptide	Sc
MHS432	MET_02967399	67	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Sc
MHS432	UniRef90_Q6A9K8	1	-	Cutibacterium_acnes	UniRef90_Q6A9K8	lactococcin 972 family bacteriocin	Sc
MHS432	UniRef90_Q8VT03	24	-	Staphylococcus_capitis	UniRef90_Q8VT03	cyclic lactone autoinducer peptide	Sc
MHS432	UniRef90_O86860	15	-	Staphylococcus_epidermidis	UniRef90_O86860	cyclic lactone autoinducer peptide	Sc
MHS433	MET_03151623	2	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS433	UniRef90_A0A2T4PXD3	6	-	Staphylococcus_warneri	UniRef90_A0A2T4PXD3	cyclic lactone autoinducer peptide	Ch
MHS433	UniRef90_O86860	43	-	Staphylococcus_epidermidis	UniRef90_O86860	cyclic lactone autoinducer peptide	Ch
MHS433	MET_02967399	171	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS433	UniRef90_A0A269XFK8	2	-	Staphylococcus	UniRef90_A0A269XFK8	Delta lysin family	Ch
MHS433	UniRef90_A0A1F1BU57	23	-	Staphylococcus_hominis	UniRef90_A0A1F1BU57	cyclic lactone autoinducer peptide	Ch
MHS433	MET_02967399	171	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Ch
MHS433	MET_03027534	26	MET_03027534	Staphylococcus_epidermidis	-	cyclic lactone autoinducer peptide	Ch
MHS433	UniRef90_A0A2T9VBC8	2	-	Staphylococcus_epidermidis	UniRef90_A0A2T9VBC8	PSM-delta family phenol-soluble modulin	Ch
MHS434	UniRef90_O86860	155	-	Staphylococcus_epidermidis	UniRef90_O86860	cyclic lactone autoinducer peptide	Tw
MHS434	MET_03027534	64	MET_03027534	Staphylococcus_epidermidis	-	cyclic lactone autoinducer peptide	Tw
MHS434	UniRef90_A0A3S0TL63	5	-	Staphylococcus_epidermidis	UniRef90_A0A3S0TL63	cyclic lactone autoinducer peptide	Tw
MHS434	UniRef90_A0A4Q9WQR6	54	-	Staphylococcus_hominis	UniRef90_A0A4Q9WQR6	cyclic lactone autoinducer peptide	Tw
MHS434	UniRef90_A0A269XFK8	8	-	Staphylococcus	UniRef90_A0A269XFK8	Delta lysin family	Tw
MHS434	MET_03142466	135	MET_03142466	Staphylococcus_hominis	UniRef90_A0A657M3E8	cyclic lactone autoinducer peptide	Tw
MHS435	UniRef90_Q8VSX3	27	-	Staphylococcus_epidermidis	UniRef90_Q8VSX3	cyclic lactone autoinducer peptide	Ch
MHS435	MET_02967399	85	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS435	UniRef90_O86860	2	-	Staphylococcus_epidermidis	UniRef90_O86860	cyclic lactone autoinducer peptide	Ch
MHS435	UniRef90_A0A7X9ZJ38	53	-	Staphylococcus_capitis	UniRef90_A0A7X9ZJ38	cyclic lactone autoinducer peptide	Ch
MHS435	MET_03151623	18	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS435	UniRef90_Q6A9K8	9	-	Cutibacterium_acnes	UniRef90_Q6A9K8	lactococcin 972 family bacteriocin	Ch
MHS435	MET_02967399	85	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Ch
MHS435	UniRef90_Q8VT00	4	-	Staphylococcus_capitis	UniRef90_Q8VT00	cyclic lactone autoinducer peptide	Ch
MHS436	MET_03040834	62	MET_03040834	Staphylococcus_hominis	UniRef90_E0WX65	lacticin 481 family lantibiotic	Tw
MHS436	MET_02692481	348	MET_02692481	Staphylococcus_epidermidis	-	plantaricin C family lantibiotic	Tw
MHS436	MET_03142466	46	MET_03142466	Staphylococcus_hominis	UniRef90_A0A657M3E8	cyclic lactone autoinducer peptide	Tw
MHS436	UniRef90_A0A2V3ZMW1	4	-	Staphylococcus	UniRef90_A0A2V3ZMW1	cyclic lactone autoinducer peptide	Tw
MHS436	UniRef90_Q8VSX3	129	-	Staphylococcus_epidermidis	UniRef90_Q8VSX3	cyclic lactone autoinducer peptide	Tw
MHS436	UniRef90_D2JC59	23	-	Staphylococcus_epidermidis	UniRef90_D2JC59	plantaricin C family lantibiotic	Tw
MHS436	MET_03040834	2	MET_03040834	Staphylococcus	UniRef90_E0WX65	lacticin 481 family lantibiotic	Tw
MHS436	DP_08230762	543	DP_08230762	Staphylococcus_epidermidis	UniRef90_A0A0K0PRV8	lacticin 481 family lantibiotic	Tw
MHS436	UniRef90_A0A4Q9WQR6	15	-	Staphylococcus_hominis	UniRef90_A0A4Q9WQR6	cyclic lactone autoinducer peptide	Tw
MHS437	MET_03151623	12	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Sc
MHS437	MET_02967399	10	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Sc
MHS437	MET_02967399	10	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Sc
MHS438	UniRef90_A0A7X9ZJ38	6	-	Staphylococcus_capitis	UniRef90_A0A7X9ZJ38	cyclic lactone autoinducer peptide	Ch
MHS438	MET_02967399	10	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS438	MET_02967399	10	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Ch
MHS439	MET_02967399	147	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Ch
MHS439	UniRef90_A0A2T9VBC8	2	-	Staphylococcus_epidermidis	UniRef90_A0A2T9VBC8	PSM-delta family phenol-soluble modulin	Ch
MHS439	MET_02956429	1	MET_02956429	Staphylococcus_epidermidis	-	bacteriocin halocin C8-like domain	Ch
MHS439	UniRef90_A0A4Q9WQR6	4	-	Staphylococcus_hominis	UniRef90_A0A4Q9WQR6	cyclic lactone autoinducer peptide	Ch
MHS439	UniRef90_A0A7X9ZJ38	6	-	Staphylococcus_capitis	UniRef90_A0A7X9ZJ38	cyclic lactone autoinducer peptide	Ch
MHS439	UniRef90_Q8VSX3	4	-	Staphylococcus_epidermidis	UniRef90_Q8VSX3	cyclic lactone autoinducer peptide	Ch
MHS439	UniRef90_Q8VT03	2	-	Staphylococcus_capitis	UniRef90_Q8VT03	cyclic lactone autoinducer peptide	Ch
MHS439	genome_07259151	14	genome_07259151	Staphylococcus_capitis	-	epsilon family phenol-soluble modulin	Ch
MHS439	MET_03151623	39	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS439	MET_03032000	1	MET_03032000	Staphylococcus_epidermidis	-	bacteriocin halocin C8-like domain	Ch
MHS439	MET_02967399	147	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS439	UniRef90_Q6A9K8	2	-	Cutibacterium_acnes	UniRef90_Q6A9K8	lactococcin 972 family bacteriocin	Ch
MHS439	MET_03040834	301	MET_03040834	Staphylococcus_hominis	UniRef90_E0WX65	lacticin 481 family lantibiotic	Ch
MHS440	UniRef90_O86860	4	-	Staphylococcus_epidermidis	UniRef90_O86860	cyclic lactone autoinducer peptide	Sc
MHS440	UniRef90_A0A4Q9WQR6	5	-	Staphylococcus_hominis	UniRef90_A0A4Q9WQR6	cyclic lactone autoinducer peptide	Sc
MHS440	UniRef90_Q8VSX3	10	-	Staphylococcus_epidermidis	UniRef90_Q8VSX3	cyclic lactone autoinducer peptide	Sc
MHS440	MET_03027534	11	MET_03027534	Staphylococcus_epidermidis	-	cyclic lactone autoinducer peptide	Sc
MHS440	MET_03151623	19	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Sc
MHS440	MET_02967399	27	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Sc
MHS440	MET_02967399	27	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Sc
MHS441	MET_03151623	2	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ac
MHS441	DP_08230762	12	DP_08230762	Staphylococcus_epidermidis	UniRef90_A0A0K0PRV8	lacticin 481 family lantibiotic	Ac
MHS442	MET_02967399	70	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Sc
MHS442	UniRef90_A0A4Q9WQR6	2	-	Staphylococcus_hominis	UniRef90_A0A4Q9WQR6	cyclic lactone autoinducer peptide	Sc
MHS442	genome_00627375	1	genome_00627375	Malassezia_globosa	UniRef90_Q54970	pyruvate oxidase	Sc
MHS442	MET_02967399	70	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Sc
MHS442	genome_00610233	36	genome_00610233	Streptococcus	UniRef90_Q54970	pyruvate oxidase	Sc
MHS442	MET_03151623	22	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Sc
MHS442	genome_00610233	3	genome_00610233	Streptococcus_sanguinis	UniRef90_Q54970	pyruvate oxidase	Sc
MHS442	genome_00627375	1	genome_00627375	Streptococcus_sanguinis	UniRef90_Q54970	pyruvate oxidase	Sc
MHS442	UniRef90_Q6A9K8	5	-	Cutibacterium_acnes	UniRef90_Q6A9K8	lactococcin 972 family bacteriocin	Sc
MHS442	genome_00627375	39	genome_00627375	Streptococcus	UniRef90_Q54970	pyruvate oxidase	Sc
MHS443	UniRef90_A0A4Q9WQR6	5	-	Staphylococcus_hominis	UniRef90_A0A4Q9WQR6	cyclic lactone autoinducer peptide	Ch
MHS443	MET_03151623	8	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS443	MET_02967399	41	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Ch
MHS443	UniRef90_Q8VSX3	7	-	Staphylococcus_epidermidis	UniRef90_Q8VSX3	cyclic lactone autoinducer peptide	Ch
MHS443	MET_02967399	41	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS594	MET_02967399	60	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin	Ch
MHS594	UniRef90_O85486	2	-	Staphylococcus_epidermidis	UniRef90_O85486	alpha-1/alpha-2 family phenol-soluble modulin	Ch
MHS594	MET_00876468	24	MET_00876468	Staphylococcus_epidermidis	UniRef90_A0A509LRT7	halocin C8 precursor-like protein	Ch
MHS594	DP_08230762	195	DP_08230762	Staphylococcus_epidermidis	UniRef90_A0A0K0PRV8	lacticin 481 family lantibiotic	Ch
MHS594	MET_02967399	60	MET_02967399	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS594	MET_03151623	32	MET_03151623	Cutibacterium_acnes	-	thiazolylpeptide-type bacteriocin precursor	Ch
MHS594	UniRef90_Q8VSX3	29	-	Staphylococcus_epidermidis	UniRef90_Q8VSX3	cyclic lactone autoinducer peptide	Ch
MHS594	MET_00876468	24	MET_00876468	Staphylococcus_epidermidis	UniRef90_A0A509LRT7	bacteriocin halocin C8-like domain	Ch
MHS598	MET_02986711	4	MET_02986711	Staphylococcus_capitis	-	gallidermin/nisin family lantibiotic	Sc
MHS598	MET_02415807	68	MET_02415807	Staphylococcus_pettenkoferi	-	bacteriocin halocin C8-like domain	Sc
MHS598	UniRef90_A0A3S0TL63	2	-	Staphylococcus_epidermidis	UniRef90_A0A3S0TL63	cyclic lactone autoinducer peptide	Sc
MHS598	MET_02217293	393	MET_02217293	Corynebacterium_tuberculostearicum	UniRef90_E2S3R5	lactococcin 972 family bacteriocin	Sc
MHS598	UniRef90_Q8VT00	62	-	Staphylococcus_capitis	UniRef90_Q8VT00	cyclic lactone autoinducer peptide	Sc
MHS598	MET_03027534	8	MET_03027534	Staphylococcus_epidermidis	-	cyclic lactone autoinducer peptide	Sc
MHS598	UniRef90_A0A4Q9WQR6	46	-	Staphylococcus_hominis	UniRef90_A0A4Q9WQR6	cyclic lactone autoinducer peptide	Sc
MHS598	UniRef90_A0A1E9A322	86	-	Staphylococcus_pettenkoferi	UniRef90_A0A1E9A322	halocin C8 precursor-like protein	Sc
MHS598	genome_07259151	4	genome_07259151	Staphylococcus_capitis	-	epsilon family phenol-soluble modulin	Sc
MHS598	UniRef90_Q8VSX3	11	-	Staphylococcus_epidermidis	UniRef90_Q8VSX3	cyclic lactone autoinducer peptide	Sc
MHS598	UniRef90_A0A1E9A322	86	-	Staphylococcus_pettenkoferi	UniRef90_A0A1E9A322	bacteriocin halocin C8-like domain	Sc
MHS598	MET_01879086	3	MET_01879086	Corynebacterium	UniRef90_UPI00190C5B2E	lactococcin 972 family bacteriocin	Sc
MHS598	UniRef90_O86860	12	-	Staphylococcus_epidermidis	UniRef90_O86860	cyclic lactone autoinducer peptide	Sc
MHS598	MET_03142466	3	MET_03142466	Staphylococcus_hominis	UniRef90_A0A657M3E8	cyclic lactone autoinducer peptide	Sc
